LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
06FE7ODUK7,54.0,149214.0,71488.0,828.0,70.0,4.0,24.08,48.0,0.21,PhD,Part-time,Married,Yes,No,Other,No,0.0
XQT4BLDG0X,18.0,38111.0,64756.0,570.0,109.0,3.0,18.19,60.0,0.88,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,0.0
XME6YUC5BL,69.0,51586.0,96618.0,368.0,48.0,1.0,7.53,12.0,0.88,High School,Part-time,Divorced,No,Yes,Auto,Yes,0.0
XN2FOKJ26P,35.0,114197.0,145148.0,834.0,26.0,3.0,17.97,24.0,0.85,PhD,Full-time,Divorced,Yes,No,Other,Yes,1.0
280OJOX081,33.0,24636.0,76356.0,581.0,24.0,2.0,9.97,60.0,0.26,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0.0
GQJ8JZE2TY,28.0,99101.0,80966.0,505.0,100.0,1.0,18.57,12.0,0.74,High School,Self-employed,Single,Yes,Yes,Education,Yes,1.0
VO77O70NUZ,38.0,108341.0,86849.0,710.0,118.0,3.0,10.11,60.0,0.84,Master's,Full-time,Divorced,Yes,Yes,Home,Yes,0.0
3HS9MN9TTK,60.0,78436.0,72997.0,837.0,113.0,2.0,2.12,24.0,0.62,High School,Part-time,Divorced,No,Yes,Education,Yes,0.0
NOU883FA36,37.0,62083.0,171117.0,558.0,53.0,1.0,16.31,12.0,0.39,Master's,Full-time,Single,Yes,No,Auto,Yes,0.0
EX6NTYEAGA,67.0,51395.0,172634.0,400.0,62.0,4.0,15.74,48.0,0.66,PhD,Part-time,Single,No,Yes,Business,Yes,0.0
05Y60W3V7H,37.0,49729.0,81957.0,515.0,57.0,1.0,23.54,24.0,0.32,High School,Unemployed,Single,Yes,Yes,Home,No,0.0
LMJ8PP1E0N,65.0,84694.0,79228.0,570.0,46.0,4.0,5.55,48.0,0.79,PhD,Unemployed,Single,No,Yes,Education,Yes,0.0
1J0BFS5SKH,61.0,98470.0,92647.0,474.0,6.0,2.0,15.73,60.0,0.56,Bachelor's,Part-time,Married,No,Yes,Education,No,0.0
KBL2IWC53P,43.0,47982.0,11281.0,645.0,115.0,3.0,13.64,12.0,0.31,Master's,Full-time,Married,Yes,No,Education,Yes,0.0
S8AJJPB1HB,55.0,16902.0,227411.0,792.0,110.0,4.0,20.57,12.0,0.28,High School,Full-time,Divorced,Yes,No,Auto,Yes,1.0
S763MBMRVU,49.0,142172.0,199475.0,335.0,79.0,2.0,21.72,48.0,0.15,PhD,Self-employed,Single,No,Yes,Business,No,0.0
6QAV62YOHC,28.0,139477.0,160688.0,432.0,112.0,3.0,6.1,36.0,0.12,PhD,Full-time,Married,No,No,Auto,No,1.0
ET0O7POYX6,23.0,43001.0,141138.0,357.0,75.0,2.0,22.23,36.0,0.13,PhD,Part-time,Single,Yes,No,Other,Yes,1.0
0IV7VI9YC4,23.0,95741.0,223306.0,391.0,104.0,2.0,6.61,60.0,0.36,Master's,Full-time,Divorced,No,Yes,Other,No,0.0
Q52S2LFI9T,40.0,135313.0,241762.0,826.0,23.0,1.0,15.0,12.0,0.72,Master's,Part-time,Divorced,Yes,No,Auto,No,1.0
K5409EX7EO,28.0,146662.0,221099.0,739.0,73.0,3.0,15.06,48.0,0.39,Master's,Unemployed,Married,No,Yes,Other,Yes,0.0
VADDKAZ50U,36.0,137706.0,188704.0,587.0,6.0,3.0,6.98,60.0,0.73,Bachelor's,Full-time,Single,No,Yes,Business,No,0.0
V3SABPT3S8,43.0,28114.0,84033.0,691.0,34.0,3.0,20.98,48.0,0.79,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0.0
L57FB8WRWS,40.0,121474.0,24631.0,320.0,95.0,1.0,24.85,48.0,0.67,PhD,Part-time,Married,Yes,No,Education,No,0.0
PZZ63MVB0Y,20.0,121131.0,214360.0,691.0,85.0,1.0,22.89,60.0,0.43,Bachelor's,Full-time,Divorced,No,No,Home,No,1.0
KZ0QVFYVC4,33.0,145227.0,97972.0,632.0,61.0,2.0,23.0,48.0,0.33,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,1.0
QQZIIDF0M0,52.0,61847.0,159165.0,469.0,43.0,2.0,20.75,12.0,0.42,Master's,Unemployed,Divorced,No,No,Education,Yes,0.0
G53V5KJPYF,45.0,89093.0,33389.0,392.0,101.0,4.0,5.02,12.0,0.29,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0.0
89ZYNCQZ1M,30.0,43874.0,191703.0,308.0,77.0,2.0,18.43,48.0,0.74,High School,Unemployed,Single,Yes,Yes,Education,No,0.0
6RHVFGXU6H,30.0,47248.0,117917.0,398.0,29.0,2.0,14.61,24.0,0.68,Bachelor's,Unemployed,Single,No,Yes,Auto,Yes,1.0
U893DNYZPR,36.0,131168.0,13223.0,437.0,13.0,4.0,3.92,24.0,0.81,High School,Self-employed,Single,No,Yes,Other,No,1.0
JN2EI79619,46.0,127908.0,159916.0,701.0,75.0,1.0,6.91,48.0,0.82,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,0.0
7BEMONV85S,21.0,93281.0,105347.0,327.0,82.0,2.0,23.96,12.0,0.13,High School,Unemployed,Single,No,Yes,Other,Yes,0.0
CT059LXFW8,50.0,137711.0,32204.0,837.0,11.0,1.0,23.15,48.0,0.12,Master's,Full-time,Single,No,No,Home,Yes,0.0
8PBDFJ4WEB,27.0,115751.0,229952.0,454.0,33.0,2.0,12.92,12.0,0.47,Bachelor's,Full-time,Married,No,No,Home,Yes,1.0
6J0FM1P5WT,40.0,107177.0,158081.0,670.0,89.0,4.0,16.62,12.0,0.74,High School,Unemployed,Married,No,Yes,Business,Yes,1.0
ITBLKDIEYN,33.0,119918.0,247932.0,353.0,47.0,1.0,20.86,24.0,0.59,High School,Unemployed,Single,Yes,No,Business,No,1.0
4JPFXNDA2I,64.0,36019.0,65504.0,406.0,41.0,1.0,2.24,60.0,0.57,High School,Full-time,Divorced,No,No,Auto,No,0.0
AF5AIV620R,26.0,23748.0,247190.0,482.0,110.0,1.0,17.08,12.0,0.61,PhD,Self-employed,Married,Yes,Yes,Education,Yes,1.0
J5A6YKYP9F,30.0,35966.0,158453.0,748.0,64.0,4.0,13.37,60.0,0.26,High School,Part-time,Divorced,No,No,Business,No,1.0
XE0EEE6ZWQ,21.0,41508.0,248677.0,541.0,4.0,3.0,22.23,12.0,0.34,High School,Part-time,Divorced,Yes,No,Auto,No,1.0
Q6DDRLFEC7,40.0,81735.0,50392.0,702.0,34.0,1.0,23.29,60.0,0.65,Master's,Part-time,Married,Yes,No,Business,No,0.0
BXF1IU5KZ4,49.0,139595.0,16416.0,520.0,106.0,1.0,21.27,60.0,0.62,High School,Part-time,Single,No,Yes,Education,Yes,0.0
X79TAFPCB3,25.0,42723.0,107012.0,385.0,89.0,2.0,3.14,48.0,0.39,PhD,Full-time,Single,Yes,Yes,Other,No,0.0
QFYDOW16LR,41.0,80794.0,207749.0,847.0,48.0,2.0,13.82,24.0,0.8,Master's,Self-employed,Divorced,Yes,Yes,Education,No,0.0
8W8O9G04CJ,21.0,107413.0,176006.0,800.0,49.0,2.0,7.95,36.0,0.37,Master's,Unemployed,Divorced,Yes,Yes,Other,No,0.0
1VQ3Q9Z6SN,54.0,42374.0,197457.0,750.0,36.0,3.0,17.55,12.0,0.84,PhD,Unemployed,Married,Yes,Yes,Other,No,0.0
5Z9PAB8R6Q,56.0,65531.0,241897.0,419.0,12.0,3.0,24.97,24.0,0.13,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,1.0
2GR3GW6UWI,37.0,148479.0,25128.0,687.0,100.0,4.0,10.76,60.0,0.85,Master's,Self-employed,Married,No,No,Education,Yes,0.0
XUWKIR2CLT,67.0,78204.0,172596.0,560.0,12.0,3.0,2.75,36.0,0.52,PhD,Full-time,Married,Yes,Yes,Other,Yes,0.0
36IZM0DXEO,44.0,95464.0,157888.0,588.0,39.0,1.0,23.25,36.0,0.43,Bachelor's,Full-time,Divorced,No,Yes,Business,Yes,1.0
SXY8F63LCM,58.0,19969.0,94168.0,802.0,103.0,3.0,24.84,36.0,0.44,High School,Full-time,Married,Yes,No,Business,No,0.0
QWYR9Q2CKH,65.0,37950.0,83462.0,634.0,88.0,2.0,23.56,60.0,0.71,Master's,Full-time,Single,No,No,Home,Yes,0.0
IR4U85T1NJ,57.0,91682.0,121835.0,429.0,2.0,2.0,16.11,60.0,0.77,High School,Full-time,Married,Yes,Yes,Home,Yes,0.0
8CKES6LNW4,52.0,129890.0,120308.0,403.0,20.0,2.0,8.84,36.0,0.31,High School,Full-time,Divorced,Yes,No,Other,No,1.0
0E3KOY7XXV,65.0,146506.0,218553.0,417.0,102.0,4.0,8.93,36.0,0.67,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,1.0
3BYVNBMTLB,52.0,147234.0,118518.0,698.0,116.0,1.0,21.87,12.0,0.72,PhD,Full-time,Married,Yes,Yes,Business,No,0.0
XHVTWZ6UGT,46.0,98579.0,175994.0,786.0,5.0,3.0,18.68,12.0,0.79,Master's,Full-time,Divorced,No,No,Other,Yes,0.0
9OJ7XCMVEW,41.0,87219.0,34923.0,615.0,15.0,4.0,5.85,48.0,0.67,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0.0
331I2420IG,58.0,75444.0,172177.0,791.0,75.0,3.0,19.85,24.0,0.2,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,0.0
78L424AIFI,27.0,45296.0,177909.0,588.0,81.0,2.0,11.38,36.0,0.66,PhD,Self-employed,Married,Yes,No,Other,Yes,1.0
NBCZV6T0HG,54.0,139072.0,164714.0,320.0,103.0,3.0,2.71,60.0,0.17,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,0.0
TMRGNT9QX4,28.0,55100.0,34116.0,367.0,6.0,4.0,3.61,48.0,0.89,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,0.0
CNPHLDNMOM,55.0,44447.0,132409.0,472.0,47.0,1.0,5.11,48.0,0.49,Bachelor's,Self-employed,Divorced,No,No,Auto,No,0.0
IGDRU34XXC,35.0,138569.0,110948.0,829.0,44.0,3.0,21.28,36.0,0.88,Master's,Unemployed,Single,Yes,No,Education,Yes,1.0
5SGSRHDNYX,43.0,19062.0,93840.0,816.0,71.0,1.0,8.85,12.0,0.28,PhD,Part-time,Single,No,Yes,Other,No,0.0
A2WK68ETVS,62.0,87373.0,72231.0,409.0,112.0,2.0,8.59,48.0,0.25,PhD,Part-time,Single,Yes,No,Business,Yes,1.0
AOE0MB7BB1,36.0,120092.0,27985.0,668.0,36.0,4.0,21.96,12.0,0.23,Bachelor's,Full-time,Married,No,No,Business,Yes,1.0
W9CS7M2MK4,64.0,85090.0,193445.0,406.0,74.0,1.0,12.37,12.0,0.72,PhD,Full-time,Divorced,No,Yes,Auto,No,0.0
9F0VME3EW4,27.0,19996.0,29407.0,312.0,76.0,1.0,10.8,12.0,0.79,Master's,Self-employed,Married,Yes,No,Business,Yes,0.0
ZS2VGQAURS,20.0,36360.0,146177.0,823.0,59.0,2.0,22.06,60.0,0.41,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,1.0
9PRRWOZ07D,63.0,19183.0,231309.0,591.0,61.0,3.0,6.17,12.0,0.19,Master's,Full-time,Single,No,No,Business,Yes,0.0
S9BSUR0DY0,49.0,115594.0,220600.0,406.0,96.0,3.0,17.27,36.0,0.59,PhD,Self-employed,Single,No,No,Other,No,0.0
6BR91SSBXW,25.0,146906.0,173366.0,471.0,119.0,1.0,6.82,48.0,0.47,Bachelor's,Part-time,Single,No,No,Auto,Yes,1.0
UPNOU1U904,18.0,128548.0,105348.0,546.0,73.0,3.0,10.11,48.0,0.34,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0.0
CA9N9Z235U,21.0,82684.0,16714.0,471.0,49.0,1.0,20.08,36.0,0.38,Master's,Unemployed,Divorced,Yes,No,Education,No,1.0
LOI71FAMHF,59.0,95875.0,226908.0,849.0,20.0,3.0,11.84,36.0,0.7,Master's,Unemployed,Divorced,No,No,Business,Yes,0.0
WAPC2S9GJB,19.0,65491.0,187223.0,505.0,44.0,4.0,13.9,36.0,0.38,High School,Unemployed,Married,No,Yes,Other,Yes,1.0
JRSBI0YZYH,24.0,119034.0,149052.0,312.0,82.0,4.0,22.39,24.0,0.21,Bachelor's,Full-time,Single,Yes,Yes,Education,Yes,0.0
43GX2UKLD9,35.0,20255.0,11753.0,707.0,36.0,1.0,23.64,12.0,0.32,PhD,Part-time,Divorced,Yes,No,Home,Yes,0.0
UKYV468GQI,64.0,112875.0,135485.0,696.0,74.0,2.0,10.89,36.0,0.88,High School,Self-employed,Single,Yes,Yes,Auto,No,0.0
4HYXX718SD,34.0,33828.0,18504.0,444.0,18.0,3.0,4.15,36.0,0.49,Master's,Self-employed,Married,Yes,No,Auto,Yes,0.0
WCBIWEQDPL,22.0,57282.0,43532.0,669.0,47.0,4.0,16.65,36.0,0.71,Master's,Part-time,Single,Yes,Yes,Education,Yes,1.0
V3LD1V0Q7J,67.0,121265.0,161297.0,581.0,113.0,1.0,4.2,60.0,0.88,High School,Part-time,Married,Yes,No,Education,Yes,0.0
QCAHLM8YGB,37.0,60155.0,47708.0,461.0,83.0,4.0,22.83,48.0,0.16,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1.0
L6FK4FZVPO,30.0,63732.0,68554.0,678.0,108.0,1.0,24.84,60.0,0.35,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,1.0
7A5O4EVSIM,24.0,113388.0,207614.0,310.0,9.0,4.0,21.25,12.0,0.17,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,1.0
MZ8VOQSP2U,21.0,149224.0,190503.0,449.0,29.0,1.0,22.57,60.0,0.3,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1.0
AKQLS4ERKK,19.0,21019.0,25643.0,418.0,20.0,1.0,24.32,24.0,0.88,Bachelor's,Part-time,Married,Yes,No,Education,No,1.0
3W7BC1FE05,33.0,54388.0,230292.0,804.0,77.0,2.0,10.17,60.0,0.77,PhD,Self-employed,Divorced,No,Yes,Business,No,0.0
OQ3TUX2S6V,62.0,112181.0,83161.0,789.0,79.0,4.0,7.22,60.0,0.53,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0.0
6WCFFWEHBJ,39.0,144056.0,32108.0,760.0,116.0,1.0,14.11,36.0,0.63,High School,Self-employed,Single,No,Yes,Business,Yes,0.0
QMOX5CGFNA,65.0,149417.0,225388.0,842.0,64.0,2.0,6.05,48.0,0.33,Bachelor's,Unemployed,Married,No,No,Home,Yes,0.0
DABKLNIT8O,39.0,113407.0,200757.0,633.0,16.0,2.0,20.71,24.0,0.54,High School,Full-time,Single,No,No,Other,No,1.0
S9HQ6J8BSB,38.0,73274.0,238543.0,350.0,28.0,3.0,15.08,24.0,0.38,Master's,Part-time,Divorced,No,Yes,Business,No,1.0
K118ILQPLH,50.0,135066.0,110182.0,696.0,18.0,3.0,22.88,12.0,0.84,Master's,Part-time,Single,Yes,No,Auto,No,1.0
BVY5A4MGXC,60.0,148912.0,12111.0,329.0,43.0,4.0,19.88,60.0,0.29,Bachelor's,Part-time,Married,Yes,Yes,Business,Yes,0.0
4HOX2FUR64,64.0,84222.0,234925.0,581.0,57.0,1.0,23.16,12.0,0.35,Master's,Part-time,Married,No,Yes,Education,No,0.0
0NDU5LQEH7,48.0,149108.0,125837.0,674.0,5.0,1.0,24.48,48.0,0.18,Master's,Full-time,Married,No,Yes,Business,No,1.0
HA0CRUHNW1,41.0,126086.0,223177.0,495.0,94.0,1.0,10.34,48.0,0.26,Master's,Full-time,Married,No,Yes,Auto,No,0.0
2ZBV0Y9RIY,34.0,83857.0,16948.0,732.0,48.0,1.0,13.59,36.0,0.68,PhD,Full-time,Married,Yes,No,Business,Yes,0.0
1ACBDATM8Y,39.0,127592.0,98964.0,533.0,81.0,4.0,23.53,36.0,0.83,Master's,Self-employed,Married,No,No,Auto,Yes,0.0
L8BWPPNT44,67.0,124418.0,104649.0,441.0,15.0,3.0,4.62,12.0,0.66,PhD,Self-employed,Married,Yes,Yes,Education,No,0.0
W6ZHB1BLZ6,69.0,149518.0,198900.0,821.0,16.0,3.0,15.49,60.0,0.83,Master's,Self-employed,Divorced,Yes,No,Other,No,0.0
EXQYNKSHH9,52.0,43807.0,15880.0,426.0,2.0,3.0,9.56,36.0,0.65,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0.0
4Q08AVL8E9,65.0,38125.0,176539.0,509.0,62.0,2.0,2.59,24.0,0.63,PhD,Self-employed,Married,No,No,Other,No,0.0
EAOZI0Q0KJ,63.0,135026.0,171817.0,333.0,16.0,4.0,15.54,60.0,0.72,Master's,Full-time,Single,Yes,No,Auto,No,0.0
5ACFB6N96Q,54.0,57412.0,202049.0,557.0,94.0,3.0,23.58,36.0,0.8,High School,Full-time,Divorced,Yes,Yes,Home,Yes,0.0
URTV1PKYA9,24.0,115633.0,52589.0,472.0,2.0,1.0,21.54,24.0,0.87,Bachelor's,Self-employed,Married,No,No,Business,Yes,1.0
NXINFGG91P,25.0,132238.0,120540.0,326.0,3.0,3.0,16.57,60.0,0.8,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,1.0
QH0JDML30D,20.0,41251.0,121985.0,789.0,112.0,4.0,16.48,60.0,0.68,High School,Self-employed,Single,No,Yes,Business,No,1.0
C2MP765A1Q,23.0,48135.0,95598.0,377.0,95.0,2.0,19.18,60.0,0.75,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0.0
N2ZDG9W9WS,60.0,95053.0,24615.0,807.0,3.0,1.0,2.54,24.0,0.43,Master's,Unemployed,Married,No,No,Home,Yes,0.0
YEF6B34KUB,63.0,32139.0,247984.0,422.0,63.0,3.0,8.52,48.0,0.36,High School,Full-time,Divorced,No,Yes,Business,Yes,1.0
T11AOZ0MMI,42.0,65999.0,134058.0,796.0,26.0,4.0,15.06,24.0,0.54,High School,Full-time,Divorced,No,Yes,Education,Yes,1.0
II2FEQHDAU,52.0,69336.0,25882.0,312.0,82.0,4.0,22.56,24.0,0.75,Master's,Self-employed,Single,Yes,Yes,Business,No,0.0
GFY4RAIBF0,38.0,149532.0,96139.0,587.0,0.0,1.0,18.53,36.0,0.6,PhD,Part-time,Married,Yes,No,Home,Yes,1.0
A60R7RLV1P,38.0,149862.0,56070.0,553.0,34.0,1.0,11.88,24.0,0.72,Bachelor's,Part-time,Divorced,No,Yes,Education,Yes,0.0
